air_temperature,process_temperature,rotational_speed,torque,tool_wear,temp_difference,estimated_power,mechanical_stress,thermal_efficiency,wear_per_operation,target
298.8,308.9,1402,37.9,2,10.099999999999966,5564.367964087218,27.03281027104137,1.03380187416332,1.426533523537803,0
298.9,308.9,1450,47.5,9,10.0,7212.573133866567,32.758620689655174,1.033456005352961,6.206896551724138,0
298.9,308.9,1453,40.8,11,10.0,6208.038410905718,28.079834824501027,1.033456005352961,7.570543702684102,0
299.0,309.0,1469,40.1,13,10.0,6168.716142858287,27.297481279782165,1.0334448160535117,8.849557522123893,0
298.9,308.9,1422,47.6,15,10.0,7088.187008735435,33.47398030942335,1.033456005352961,10.548523206751055,0
299.0,309.0,1544,31.8,25,10.0,5141.656200571199,20.59585492227979,1.0334448160535117,16.191709844559586,0
298.9,308.9,1753,25.8,33,10.0,4736.2022526989,14.717626925270965,1.033456005352961,18.824871648602393,0
298.9,308.9,1830,24.9,35,10.0,4771.765081537536,13.60655737704918,1.033456005352961,19.12568306010929,0
299.1,309.0,1450,43.0,40,9.899999999999977,6529.276731710787,29.655172413793103,1.033099297893681,27.586206896551726,0
299.0,308.9,1622,31.9,42,9.899999999999977,5418.388625450411,19.667077681874225,1.0331103678929765,25.893958076448826,0
298.9,308.8,1529,32.7,53,9.900000000000034,5235.809732399286,21.38652714192283,1.0331214452994313,34.66317854807063,0
298.8,308.8,1523,44.4,55,10.0,7081.275504897538,29.152987524622457,1.033467202141901,36.112934996717,0
298.8,308.9,1852,25.0,57,10.099999999999966,4848.524662040247,13.498920086393088,1.03380187416332,30.77753779697624,0
298.8,308.8,1991,20.7,59,10.0,4315.888571575122,10.396785534907082,1.033467202141901,29.633350075339024,0
298.8,308.8,1555,40.6,61,10.0,6611.272299969481,26.109324758842444,1.033467202141901,39.228295819935695,0
298.8,308.7,1450,43.4,66,9.899999999999977,6590.01418968019,29.93103448275862,1.033132530120482,45.51724137931035,0
298.8,308.7,1591,31.1,68,9.899999999999977,5181.543955296277,19.547454431175364,1.033132530120482,42.74041483343809,0
298.8,308.7,1445,48.5,70,9.899999999999977,7339.022238173556,33.56401384083045,1.033132530120482,48.44290657439446,0
298.9,308.7,1572,34.1,80,9.800000000000011,5613.523417140386,21.692111959287534,1.0327868852459017,50.89058524173028,0
298.8,308.6,1872,22.5,82,9.800000000000011,4410.79608564007,12.019230769230768,1.0327978580990629,43.8034188034188,0
298.8,308.6,1680,29.4,95,9.800000000000011,5172.318144870235,17.5,1.0327978580990629,56.54761904761905,0
298.8,308.6,1431,45.7,97,9.800000000000011,6848.326409633855,31.93570929419986,1.0327978580990629,67.78476589797344,0
298.9,308.7,1564,34.1,99,9.800000000000011,5584.955867943743,21.80306905370844,1.0327868852459017,63.29923273657289,0
298.8,308.6,1599,33.0,101,9.800000000000011,5525.747318399087,20.637898686679176,1.0327978580990629,63.16447779862414,0
298.7,308.5,1467,40.7,106,9.800000000000011,6252.491946954015,27.74369461486026,1.032808838299297,72.25630538513974,0
298.9,308.7,1433,44.7,108,9.800000000000011,6707.834386165318,31.19330076762038,1.0327868852459017,75.36636427076064,0
298.9,308.7,1558,41.2,110,9.800000000000011,6721.919193228914,26.44415917843389,1.0327868852459017,70.60333761232349,0
299.0,308.8,1310,50.7,112,9.800000000000011,6955.171975782444,38.70229007633588,1.0327759197324415,85.49618320610686,0
298.9,308.7,1546,43.4,114,9.800000000000011,7026.318577410739,28.072445019404913,1.0327868852459017,73.73868046571798,0
298.9,308.7,1727,29.4,116,9.800000000000011,5317.019902494581,17.02374059061957,1.0327868852459017,67.1685002895194,0
298.9,308.6,1560,32.2,118,9.700000000000045,5260.28273917075,20.641025641025642,1.0324523251923723,75.64102564102564,0
299.0,308.6,1329,60.5,120,9.600000000000023,8419.939550518684,45.52294958615501,1.0321070234113714,90.29345372460497,0
298.9,308.6,1413,46.5,122,9.700000000000045,6880.559150259685,32.90870488322717,1.0324523251923723,86.34111818825194,0
299.0,308.6,1587,38.6,124,9.600000000000023,6414.9437030711415,24.32262129804663,1.0321070234113714,78.13484562066793,0
298.9,308.5,1559,34.3,126,9.600000000000023,5599.75276934215,22.001282873636946,1.0321177651388425,80.82103912764593,0
298.8,308.4,1473,41.1,128,9.599999999999966,6339.765390870739,27.90224032586558,1.0321285140562249,86.89748811948404,0
298.8,308.4,1737,27.7,130,9.599999999999966,5038.580545606917,15.947035118019572,1.0321285140562249,74.84168105929764,0
298.8,308.4,1369,53.0,138,9.599999999999966,7598.151272217154,38.71439006574142,1.0321285140562249,100.80350620891161,0
298.7,308.6,1297,55.3,148,9.900000000000034,7510.93018817799,42.63685427910563,1.0331436223635757,114.10948342328452,0
298.8,308.6,1268,55.8,155,9.800000000000011,7409.383441638455,44.00630914826498,1.0327978580990629,122.2397476340694,0
298.8,308.6,1511,36.1,157,9.800000000000011,5712.158954487593,23.891462607544675,1.0327978580990629,103.90469887491726,0
298.7,308.5,1544,35.2,159,9.800000000000011,5691.393027047366,22.7979274611399,1.032808838299297,102.97927461139896,0
298.5,308.4,1513,33.6,172,9.899999999999977,5323.61724706712,22.20753469927297,1.0331658291457286,113.68142762723066,0
298.4,308.4,1515,40.1,179,10.0,6361.882203152011,26.46864686468647,1.0335120643431635,118.15181518151815,0
298.4,308.3,1473,39.9,184,9.900000000000034,6154.662751721228,27.087576374745414,1.033176943699732,124.91513917175831,0
298.4,308.3,1422,42.7,186,9.900000000000034,6358.52069901267,30.028129395218006,1.033176943699732,130.8016877637131,0
298.4,308.2,1850,27.0,194,9.800000000000011,5230.751768227006,14.594594594594595,1.0328418230563003,104.86486486486486,0
298.4,308.2,1528,36.2,196,9.800000000000011,5792.426646786813,23.691099476439792,1.0328418230563003,128.2722513089005,0
298.4,308.2,1471,47.0,214,9.800000000000011,7240.009709707918,31.951053704962607,1.0328418230563003,145.47926580557444,0
298.4,308.2,1282,60.7,216,9.800000000000011,8149.019072048613,47.34789391575663,1.0328418230563003,168.48673946957877,1
298.3,308.1,1412,52.3,218,9.800000000000011,7733.302588174587,37.039660056657226,1.0328528327187396,154.39093484419266,1
298.3,308.1,1586,35.5,0,9.800000000000011,5896.036372502204,22.383354350567465,1.0328528327187396,0.0,0
298.5,308.4,1733,26.0,8,9.899999999999977,4718.4627261816295,15.002885170225042,1.0331658291457286,4.616272360069244,0
298.4,308.3,1433,62.3,20,9.900000000000034,9348.950386087232,43.47522679692951,1.033176943699732,13.956734124214933,1
298.4,308.3,1318,59.1,22,9.900000000000034,8157.019661339754,44.840667678300456,1.033176943699732,16.69195751138088,0
298.2,308.1,1462,50.8,27,9.900000000000034,7777.494324835084,34.7469220246238,1.0331991951710262,18.467852257181942,0
298.2,308.1,1306,58.3,35,9.900000000000034,7973.341210859871,44.64012251148545,1.0331991951710262,26.79938744257274,0
298.2,308.1,1382,43.5,37,9.900000000000034,6295.437518528586,31.476121562952244,1.0331991951710262,26.772793053545584,0
298.2,308.1,1618,34.7,39,9.900000000000034,5879.4487632912505,21.446229913473424,1.0331991951710262,24.10383189122373,0
298.2,308.2,1988,21.4,41,10.0,4455.1134860067095,10.764587525150905,1.0335345405767942,20.62374245472837,0
298.2,308.2,1436,50.2,43,10.0,7548.953931261938,34.95821727019499,1.0335345405767942,29.944289693593316,0
298.2,308.3,1304,49.8,45,10.100000000000023,6800.41712166661,38.190184049079754,1.0338698859825621,34.509202453987726,0
298.2,308.3,1475,49.9,47,10.100000000000023,7707.635776194758,33.83050847457627,1.0338698859825621,31.864406779661014,0
298.1,308.2,1485,40.7,57,10.099999999999966,6329.209639554678,27.40740740740741,1.033881247903388,38.38383838383838,0
298.2,308.2,1667,30.6,59,10.0,5341.775652604869,18.35632873425315,1.0335345405767942,35.392921415716856,0
298.2,308.2,1446,38.2,61,10.0,5784.426057495672,26.41770401106501,1.0335345405767942,42.18533886583679,0
298.1,308.3,1301,56.0,63,10.199999999999989,7629.462478997933,43.04381245196004,1.0342167058034217,48.424289008455034,0
298.2,308.4,1379,43.1,65,10.199999999999989,6224.008173561467,31.2545322697607,1.0342052313883299,47.13560551124003,0
298.3,308.5,1606,33.6,67,10.199999999999989,5650.845537865033,20.92154420921544,1.0341937646664432,41.71855541718555,0
298.2,308.4,1477,49.9,72,10.199999999999989,7718.086807755699,33.78469871360866,1.0342052313883299,48.74746106973595,0
298.2,308.4,1666,34.6,74,10.199999999999989,6036.423676215621,20.768307322929175,1.0342052313883299,44.41776710684274,0
298.3,308.5,1453,42.9,89,10.199999999999989,6527.569799702335,29.525120440467994,1.0341937646664432,61.25258086717137,0
298.4,308.7,1588,35.0,99,10.300000000000011,5820.32398955069,22.040302267002517,1.0345174262734584,62.342569269521405,0
298.4,308.6,1433,47.1,101,10.200000000000045,7067.986567972852,32.86810886252617,1.034182305630027,70.48150732728541,0
298.4,308.6,1609,35.0,103,10.200000000000045,5897.293009563639,21.75264139216905,1.034182305630027,64.01491609695464,0
298.3,308.5,1575,41.2,105,10.199999999999989,6795.264909714723,26.15873015873016,1.0341937646664432,66.66666666666667,0
298.4,308.5,1490,37.9,110,10.100000000000023,5913.6292913623065,25.436241610738254,1.0338471849865953,73.8255033557047,0
298.4,308.5,1741,32.8,112,10.100000000000023,5980.000672157147,18.83974727168294,1.0338471849865953,64.33084434233199,0
298.5,308.7,1609,35.3,117,10.199999999999989,5947.841235359898,21.939092604101926,1.0341708542713568,72.71597265382225,0
298.4,308.6,1591,36.7,122,10.200000000000045,6114.555085510398,23.06725329981144,1.034182305630027,76.68133249528599,0
298.4,308.6,1477,44.0,124,10.200000000000045,6805.527445716449,29.790115098171967,1.034182305630027,83.95396073121191,0
298.4,308.7,1523,36.1,126,10.300000000000011,5757.523552405431,23.7032173342088,1.0345174262734584,82.73145108338804,0
298.5,308.7,1575,33.9,128,10.199999999999989,5591.249525226434,21.523809523809522,1.0341708542713568,81.26984126984127,0
298.4,308.7,1386,44.9,135,10.300000000000011,6516.856968753595,32.3953823953824,1.0345174262734584,97.4025974025974,0
298.3,308.6,1548,40.3,140,10.300000000000011,6532.879091286903,26.033591731266146,1.0345289976533691,90.43927648578811,0
298.3,308.6,1499,38.3,142,10.300000000000011,6012.13916500337,25.55036691127418,1.0345289976533691,94.72981987991994,0
298.3,308.5,1664,31.6,144,10.199999999999989,5506.416051603998,18.990384615384617,1.0341937646664432,86.53846153846153,0
298.3,308.6,1447,38.1,146,10.300000000000011,5773.2734035754265,26.330338631651692,1.0345289976533691,100.89841050449205,0
298.3,308.5,1416,52.7,151,10.199999999999989,7814.523230245396,37.21751412429379,1.0341937646664432,106.63841807909606,0
298.4,308.6,1304,45.0,158,10.200000000000045,6144.955230421636,34.509202453987726,1.034182305630027,121.16564417177914,0
298.4,308.6,1569,34.4,160,10.200000000000045,5652.102174926468,21.924792861695348,1.034182305630027,101.97578075207139,0
298.3,308.6,1584,29.3,162,10.300000000000011,4860.169498809553,18.497474747474747,1.0345289976533691,102.27272727272727,0
298.3,308.5,1362,53.8,164,10.199999999999989,7673.40288824614,39.5007342143906,1.0341937646664432,120.41116005873714,0
298.3,308.4,1329,49.2,166,10.099999999999966,6847.28968405817,37.020316027088036,1.0338585316795172,124.90594431903688,0
298.3,308.5,1539,36.1,168,10.199999999999989,5818.009682962546,23.45679012345679,1.0341937646664432,109.16179337231969,0
298.3,308.5,1538,32.2,173,10.199999999999989,5186.099264643983,20.93628088426528,1.0341937646664432,112.48374512353706,0
298.3,308.6,1570,34.8,175,10.300000000000011,5721.468540717731,22.165605095541398,1.0345289976533691,111.46496815286623,0
298.3,308.4,1408,43.1,177,10.099999999999966,6354.897395485528,30.610795454545457,1.0338585316795172,125.71022727272728,0
298.2,308.4,1424,47.6,179,10.199999999999989,7098.156329422827,33.426966292134836,1.0342052313883299,125.70224719101124,0
298.2,308.4,1512,34.9,181,10.199999999999989,5525.935813958303,23.082010582010582,1.0342052313883299,119.70899470899471,0
298.2,308.4,1478,42.9,183,10.199999999999989,6639.881737068171,29.02571041948579,1.0342052313883299,123.81596752368065,0
298.1,308.3,1495,38.7,188,10.199999999999989,6058.718512080595,25.88628762541806,1.0342167058034217,125.75250836120401,0
297.9,308.1,1393,50.3,193,10.200000000000045,7337.493329748809,36.109117013639626,1.0342396777442096,138.54989231873654,0
298.0,308.2,1611,30.6,195,10.199999999999989,5162.32788023182,18.99441340782123,1.034228187919463,121.04283054003724,0
298.0,308.1,1777,24.3,200,10.100000000000023,4521.91421779754,13.674732695554306,1.0338926174496645,112.54924029262801,0
298.0,308.2,1348,58.8,202,10.199999999999989,8300.33911819652,43.62017804154302,1.034228187919463,149.85163204747772,1
298.0,308.2,1442,44.1,204,10.199999999999989,6659.359611520428,30.58252427184466,1.034228187919463,141.47018030513178,0
297.9,308.1,1585,33.5,212,10.200000000000045,5560.3571974661345,21.13564668769716,1.0342396777442096,133.7539432176656,0
298.0,308.2,1469,45.5,214,10.199999999999989,6999.4160723205,30.973451327433626,1.034228187919463,145.67733151803947,0
298.0,308.3,1362,56.8,216,10.300000000000011,8101.2878076650695,41.70337738619676,1.0345637583892617,158.59030837004403,1
298.0,308.3,1405,56.2,218,10.300000000000011,8268.776584003457,40.0,1.0345637583892617,155.16014234875445,1
298.0,308.3,1662,32.7,0,10.300000000000011,5691.246419390198,19.675090252707584,1.0345637583892617,0.0,0
298.0,308.2,1620,35.8,5,10.199999999999989,6073.326917919787,22.098765432098762,1.034228187919463,3.0864197530864197,0
298.0,308.2,1357,48.2,7,10.199999999999989,6849.446911013634,35.51952837140752,1.034228187919463,5.158437730287399,0
298.0,308.2,1514,37.9,9,10.199999999999989,6008.8823806191485,25.033025099075296,1.034228187919463,5.9445178335535,0
298.0,308.2,1489,40.4,11,10.199999999999989,6299.479701076205,27.13230355943586,1.034228187919463,7.387508394895903,0
298.1,308.3,1331,63.0,13,10.199999999999989,8781.065626048829,47.3328324567994,1.0342167058034217,9.767092411720512,0
298.0,308.0,1615,29.5,15,10.0,4989.110933288391,18.26625386996904,1.0335570469798658,9.287925696594428,0
298.1,308.2,1482,37.9,17,10.099999999999966,5881.878261610027,25.573549257759783,1.033881247903388,11.470985155195681,0
298.1,308.2,1654,32.1,25,10.099999999999966,5559.927846470144,19.407496977025396,1.033881247903388,15.114873035066504,0
298.1,308.2,1390,47.5,33,10.099999999999966,6914.1218317755365,34.172661870503596,1.033881247903388,23.741007194244602,0
298.0,308.1,1454,37.1,35,10.100000000000023,5648.939638321855,25.515818431911967,1.0338926174496645,24.07152682255846,0
297.9,308.0,1954,21.1,42,10.100000000000023,4317.532671730501,10.798362333674515,1.0339039946290702,21.494370522006143,0
298.0,308.0,1524,37.0,49,10.0,5904.937551687375,24.278215223097114,1.0335570469798658,32.15223097112861,0
298.1,308.1,1484,40.4,59,10.0,6278.326310542034,27.223719676549866,1.0335457900033547,39.757412398921836,0
298.1,308.0,1426,46.0,61,9.899999999999977,6869.197056829202,32.25806451612903,1.033210332103321,42.776998597475455,0
298.1,308.0,1652,28.5,63,9.899999999999977,4930.415510543821,17.25181598062954,1.033210332103321,38.13559322033898,0
298.0,308.0,1401,54.7,65,10.0,8025.16701766859,39.0435403283369,1.0335570469798658,46.39543183440399,0
298.0,308.1,1819,23.4,78,10.100000000000023,4457.354488766269,12.864211105002749,1.0338926174496645,42.880703683342496,0
298.1,308.0,1626,36.5,83,9.899999999999977,6215.012746596688,22.447724477244773,1.033210332103321,51.04551045510455,0
298.2,308.2,1469,43.0,88,10.0,6614.832771643549,29.2716133424098,1.0335345405767942,59.904697072838665,0
298.2,308.3,2051,19.2,90,10.100000000000023,4123.780180808106,9.361287176986835,1.0338698859825621,43.881033642125786,0
298.2,308.3,1568,36.0,92,10.100000000000023,5911.2207369945545,22.959183673469386,1.0338698859825621,58.6734693877551,0
298.2,308.3,1589,33.2,94,10.100000000000023,5524.469737386628,20.89364380113279,1.0338698859825621,59.156702328508494,0
298.2,308.3,1805,31.6,96,10.100000000000023,5973.005392515154,17.506925207756233,1.0338698859825621,53.18559556786704,0
298.1,308.4,1436,46.7,103,10.299999999999955,7022.632442030528,32.52089136490251,1.0345521637034552,71.72701949860725,0
298.1,308.4,1438,45.6,105,10.299999999999955,6866.767558510426,31.710709318497916,1.0345521637034552,73.01808066759388,0
298.0,308.3,1473,42.6,107,10.300000000000011,6571.143689807627,28.920570264765782,1.0345637583892617,72.64086897488119,0
298.1,308.4,1335,40.2,109,10.299999999999955,5619.9950980067815,30.112359550561802,1.0345521637034552,81.64794007490637,0
298.0,308.5,1395,46.2,122,10.5,6749.083497706953,33.11827956989247,1.0352348993288591,87.45519713261649,0
298.0,308.5,1713,25.3,124,10.5,4538.438995155423,14.769410391126678,1.0352348993288591,72.38762405137186,0
297.8,308.4,1622,38.3,134,10.599999999999966,6505.463459396576,23.61282367447595,1.035594358629953,82.61405672009863,0
297.7,308.4,1740,27.1,136,10.699999999999989,4937.955332912437,15.574712643678161,1.0359422237151494,78.16091954022988,0
297.8,308.4,1737,27.5,146,10.599999999999966,5002.200902678348,15.831894070236038,1.035594358629953,84.05296488198042,0
297.8,308.4,2129,19.2,148,10.599999999999966,4280.608486075309,9.018318459370596,1.035594358629953,69.51620479098167,0
297.8,308.4,1374,47.1,150,10.599999999999966,6776.980840470831,34.27947598253275,1.035594358629953,109.17030567685589,0
297.9,308.5,1305,47.2,155,10.600000000000023,6450.3180363505635,36.168582375478934,1.0355824102047668,118.77394636015326,0
297.9,308.6,1468,36.0,168,10.700000000000045,5534.229618563781,24.52316076294278,1.0359180933199061,114.44141689373298,0
298.0,308.6,1313,50.8,170,10.600000000000023,6984.849554383354,38.69002284843869,1.0355704697986579,129.4744859101295,0
297.9,308.4,1646,40.6,175,10.5,6998.1699072345755,24.66585662211422,1.0352467270896275,106.318347509113,0
297.8,308.4,1714,33.2,177,10.599999999999966,5959.056721133215,19.369894982497083,1.035594358629953,103.26721120186698,0
297.8,308.4,1685,28.4,179,10.599999999999966,5011.259161496199,16.854599406528187,1.035594358629953,106.23145400593471,0
297.8,308.4,1512,39.9,181,10.599999999999966,6317.617162662931,26.38888888888889,1.035594358629953,119.70899470899471,0
297.8,308.4,1612,32.1,183,10.599999999999966,5418.744672617819,19.913151364764268,1.035594358629953,113.52357320099254,0
297.8,308.4,1518,32.5,190,10.599999999999966,5166.349118828415,21.409749670619235,1.035594358629953,125.16469038208169,0
297.8,308.5,1448,40.0,192,10.699999999999989,6065.368216530695,27.624309392265193,1.0359301544660846,132.59668508287294,0
297.8,308.5,1561,46.3,194,10.699999999999989,7568.546997444826,29.660474055092887,1.0359301544660846,124.27930813581038,0
297.8,308.5,1699,27.8,199,10.699999999999989,4946.144417762795,16.362566215420834,1.0359301544660846,117.12772218952324,0
297.7,308.5,1501,41.4,201,10.800000000000011,6507.432190792826,27.58161225849434,1.0362781323480015,133.91072618254495,0
297.7,308.5,1373,56.7,203,10.800000000000011,8152.338688285906,41.29643117261472,1.0362781323480015,147.85142024763292,1
297.5,308.2,1647,31.3,3,10.699999999999989,5398.4185681490935,19.004250151791137,1.0359663865546218,1.8214936247723132,0
297.4,308.1,1749,25.9,8,10.700000000000045,4743.710659140979,14.808461978273296,1.035978480161399,4.574042309891366,0
297.6,308.3,1742,27.7,13,10.699999999999989,5053.084231690991,15.901262916188289,1.0359543010752688,7.462686567164179,0
297.5,308.2,1563,38.2,15,10.699999999999989,6252.460531027478,24.440179142674346,1.0359663865546218,9.596928982725528,0
297.4,308.1,1474,39.4,20,10.700000000000045,6081.662610427314,26.729986431478967,1.035978480161399,13.568521031207599,0
297.4,308.2,1471,46.5,25,10.800000000000011,7162.988329817408,31.61114887831407,1.0363147276395428,16.995241332426918,0
297.5,308.3,1388,48.6,27,10.800000000000011,7064.059577155866,35.01440922190202,1.0363025210084034,19.45244956772334,0
297.5,308.3,1585,32.9,32,10.800000000000011,5460.768710347337,20.757097791798106,1.0363025210084034,20.189274447949526,0
297.5,308.3,1544,40.8,37,10.800000000000011,6596.841917713991,26.42487046632124,1.0363025210084034,23.963730569948186,0
297.6,308.3,1617,31.7,39,10.699999999999989,5367.819455703128,19.604205318491033,1.0359543010752688,24.11873840445269,0
297.6,308.3,1595,34.3,41,10.699999999999989,5729.060722963907,21.504702194357364,1.0359543010752688,25.705329153605017,0
297.6,308.3,1658,34.3,59,10.699999999999989,5955.3496418019795,20.6875753920386,1.0359543010752688,35.58504221954161,0
297.6,308.3,1623,36.9,61,10.699999999999989,6271.529998434768,22.735674676524955,1.0359543010752688,37.58471965495995,0
297.6,308.4,1517,34.2,66,10.799999999999955,5433.007503265117,22.544495715227427,1.036290322580645,43.50692155570204,0
297.5,308.3,1596,36.8,77,10.800000000000011,6150.4844334919535,23.057644110275685,1.0363025210084034,48.24561403508772,0
297.6,308.3,1438,47.8,84,10.699999999999989,7198.058975806981,33.24061196105702,1.0359543010752688,58.41446453407511,0
297.6,308.4,1407,55.2,86,10.799999999999955,8133.206389025544,39.23240938166312,1.036290322580645,61.1229566453447,0
297.6,308.4,1353,57.5,88,10.799999999999955,8146.935148921731,42.49815225424982,1.036290322580645,65.04065040650407,0
297.5,308.4,1489,39.5,96,10.899999999999977,6159.144757240349,26.527871054398922,1.0366386554621847,64.47280053727333,0
297.5,308.4,1604,38.1,106,10.899999999999977,6399.675562774695,23.753117206982544,1.0366386554621847,66.08478802992518,0
297.4,308.3,1412,42.0,111,10.900000000000034,6210.300357616304,29.74504249291785,1.0366509751176867,78.61189801699717,0
297.4,308.3,1431,43.0,113,10.900000000000034,6443.720691778025,30.04891684136967,1.0366509751176867,78.96575821104123,0
297.4,308.2,1533,37.4,115,10.800000000000011,6004.023383981596,24.396607958251796,1.0363147276395428,75.01630789302021,0
297.3,308.2,1754,29.4,123,10.899999999999977,5400.146444108567,16.76168757126568,1.0366633030608812,70.1254275940707,0
297.3,308.2,1754,26.8,125,10.899999999999977,4922.582472860871,15.279361459521095,1.0366633030608812,71.26567844925884,0
297.5,308.3,2564,12.8,127,10.800000000000011,3436.818587223139,4.99219968798752,1.0363025210084034,49.53198127925117,1
297.5,308.5,1546,40.4,129,11.0,6540.628353165756,26.13195342820181,1.0369747899159665,83.4411384217335,0
297.5,308.5,1335,48.0,131,11.0,6710.441908067798,35.95505617977528,1.0369747899159665,98.12734082397004,0
297.5,308.5,1712,26.8,136,11.0,4804.709916498182,15.654205607476635,1.0369747899159665,79.4392523364486,0
